Ejecucion,Fila,Columna,Valor
1,4,71,0.16923137009
1,4,72,-0.12565906346
1,4,73,0.072906829417
1,4,74,0.36896273494
1,4,75,0.32248529792
1,4,76,0.22437763214
1,4,77,1.4577051401
1,4,78,0.50258302689
1,4,79,0.919470191
1,4,80,0.4926430285
1,4,81,0.058945510536
1,4,82,-0.65332341194
1,4,83,0.023534793407
1,4,84,0.68639916182
1,4,85,-0.34601658583
1,4,86,0.77952504158
1,4,87,0.043152112514
1,4,88,0.39160552621
1,4,89,0.38621613383
1,4,90,-0.58918750286
1,4,91,0.10511422157
1,4,92,-0.24235242605
1,4,93,-0.11445378512
1,4,94,0.36709028482
1,4,95,-0.28052952886
1,4,96,0.35703957081
1,4,97,-0.093265995383
1,4,98,-0.18509855866
1,4,99,0.63872522116
1,4,100,-0.37233525515
1,4,101,0.17883329093
1,4,102,0.34533339739
1,4,103,-0.23224614561
1,4,104,0.25486943126
1,4,105,-0.030238172039
1,4,106,-0.205115363
1,4,107,0.35792183876
1,4,108,-0.34004193544
1,4,109,0.012833528221
1,4,110,-0.14081452787
1,4,111,0.18338789046
1,4,112,0.066374413669
1,4,113,-0.15624973178
1,4,114,-0.20928391814
1,4,115,-0.17871439457
1,4,116,-0.0027377172373
1,4,117,0.082175023854
1,4,118,-0.0029107525479
1,4,119,0.081664703786
1,4,120,0.043629288673
1,4,121,0.024633042514
1,4,122,-0.064166121185
1,4,123,0.0093994839117
1,4,124,-0.0069221719168
1,4,125,-4.3005020416e-06
1,5,1,-4.1050701141
1,5,2,-0.68205451965
1,5,3,1.6395096779
1,5,4,2.8842885494
1,5,5,-0.89583146572
1,5,6,-0.3006849885
1,5,7,-0.031117174774
1,5,8,0.73003858328
1,5,9,-2.5469858646
1,5,10,1.5051523447
1,5,11,-0.2587864399
1,5,12,2.3895506859
1,5,13,2.7248799801
1,5,14,0.046702697873
1,5,15,0.70900422335
1,5,16,0.62330579758
1,5,17,1.9031777382
1,5,18,-0.33912542462
1,5,19,0.96405249834
1,5,20,1.4648675919
1,5,21,-0.3238670826
1,5,22,-0.026337321848
1,5,23,-2.3320732117
1,5,24,0.14519767463
1,5,25,1.1926130056
1,5,26,-0.57820123434
1,5,27,-1.3085764647
1,5,28,1.2305314541
1,5,29,1.8001545668
1,5,30,-2.2609107494
1,5,31,0.0092198206112
1,5,32,0.0068591376767
1,5,33,0.77537715435
1,5,34,2.2405207157
1,5,35,1.1733201742
1,5,36,0.67913854122
1,5,37,-2.3835535049
1,5,38,-1.3372780085
1,5,39,0.22592106462
1,5,40,-1.6049835682
1,5,41,-0.7799950242
1,5,42,-0.31013977528
1,5,43,-0.42664662004
1,5,44,-1.0019104481
1,5,45,-0.56918764114
1,5,46,0.69974440336
1,5,47,2.4485704899
1,5,48,0.4658473134
1,5,49,0.63207036257
1,5,50,0.072876818478
1,5,51,-1.6384538412
1,5,52,0.66798347235
1,5,53,-0.03983329609
1,5,54,-0.2418230474
1,5,55,0.75802224874
1,5,56,0.47262489796
1,5,57,1.5781731606
1,5,58,-0.26544591784
1,5,59,-0.51548421383
1,5,60,-1.4810185432
1,5,61,-0.20563526452
1,5,62,-1.8828990459
1,5,63,0.0021180105396
1,5,64,-0.32135102153
1,5,65,-0.18926227093
1,5,66,-0.94884955883
1,5,67,-0.80226975679
1,5,68,-0.58359658718
1,5,69,-0.77418154478
1,5,70,-0.10252422094
1,5,71,0.51198774576
1,5,72,-0.22400815785
1,5,73,-0.64917188883
1,5,74,-0.12008620054
1,5,75,0.012142306194
1,5,76,0.19156518579
1,5,77,-0.18769051135
1,5,78,0.95921355486
1,5,79,0.2406283915
1,5,80,0.17961321771
1,5,81,-0.62066191435
1,5,82,-0.81781244278
1,5,83,-0.85734814405
1,5,84,-0.30358666182
1,5,85,-0.50911206007
1,5,86,-0.82738655806
1,5,87,1.3018088341
1,5,88,-0.092880606651
1,5,89,-0.093473136425
1,5,90,-0.51998960972
1,5,91,-0.0086045321077
1,5,92,0.27851748466
1,5,93,0.25399598479
1,5,94,0.56342560053
1,5,95,-0.34303176403
1,5,96,-0.27092590928
1,5,97,0.011191845872
1,5,98,-0.11507555842
1,5,99,-0.19294129312
1,5,100,0.10666725785
1,5,101,-0.061611566693
1,5,102,0.073326013982
1,5,103,0.14690290391
1,5,104,-0.054898206145
1,5,105,0.17982818186
1,5,106,-0.24877130985
1,5,107,0.086998790503
1,5,108,0.33224320412
1,5,109,0.23287117481
1,5,110,-0.12530699372
1,5,111,0.18629075587
1,5,112,0.19931846857
1,5,113,0.11726978421
1,5,114,-0.3544652164
1,5,115,-0.094959326088
1,5,116,0.011546455324
1,5,117,-0.045110996813
1,5,118,0.02152647078
1,5,119,-0.074475035071
1,5,120,0.061289533973
1,5,121,0.028598878533
1,5,122,0.043722473085
1,5,123,0.0064255706966
1,5,124,0.0022904952057
1,5,125,-9.8443490515e-07
1,6,1,1.0682216883
1,6,2,-1.4927026033
1,6,3,-1.0079249144
1,6,4,-0.48634892702
1,6,5,-0.41107401252
1,6,6,-2.5973958969
1,6,7,-0.37557324767
1,6,8,-0.63121283054
1,6,9,-0.5240187645
1,6,10,0.96854919195
1,6,11,3.3863282204
1,6,12,1.2182240486
1,6,13,0.51760208607
1,6,14,-1.6376019716
1,6,15,-0.21157519519
1,6,16,-1.0522693396
1,6,17,-2.5645794868
1,6,18,0.33193099499
1,6,19,-0.78411483765
1,6,20,-3.8447368145
1,6,21,2.1058270931
1,6,22,-0.71951520443
1,6,23,0.43122807145
1,6,24,-1.00383389
1,6,25,-1.3732811213
1,6,26,-0.72251397371
1,6,27,-0.77032220364
1,6,28,1.3060245514
1,6,29,-1.1400113106
1,6,30,2.1725423336
1,6,31,1.2019217014
1,6,32,0.89670675993
1,6,33,1.4956763983
1,6,34,0.0011692545377
1,6,35,-1.2914129496
1,6,36,0.0033194744028
1,6,37,1.1270976067
1,6,38,1.8062845469
1,6,39,-0.61561048031
1,6,40,-0.098145589232
1,6,41,0.62719678879
1,6,42,0.6715349555
1,6,43,-0.23469626904
1,6,44,-1.1173220873
1,6,45,0.22739544511
1,6,46,0.2308896929
1,6,47,0.95280694962
1,6,48,-0.41071134806
1,6,49,0.63183283806
1,6,50,1.2366118431
1,6,51,-1.1815661192
1,6,52,0.18474718928
1,6,53,0.23020990193
1,6,54,-0.90258330107
1,6,55,-1.3697372675
1,6,56,0.76522749662
1,6,57,-0.87952649593
1,6,58,0.46864253283
1,6,59,-1.3697435856
1,6,60,0.27444148064
1,6,61,-0.17293998599
1,6,62,1.1711074114
1,6,63,-0.068908132613
1,6,64,0.32586634159
1,6,65,1.0461634398
1,6,66,-0.082466192544
1,6,67,-1.4940891266
1,6,68,1.1106616259
1,6,69,0.48666232824
1,6,70,-0.58723247051
1,6,71,1.3287144899
1,6,72,0.39453482628
1,6,73,-1.4529567957
1,6,74,-0.34803071618
1,6,75,0.73911637068
1,6,76,-0.53856289387
1,6,77,-0.042847204953
1,6,78,1.0379786491
1,6,79,0.15982012451
1,6,80,-0.63566178083
1,6,81,0.13336668909
1,6,82,0.46502634883
1,6,83,-1.1689258814
1,6,84,-0.3697514236
1,6,85,0.088446550071
1,6,86,0.55684053898
1,6,87,0.74157053232
1,6,88,0.35411718488
1,6,89,1.0682731867
1,6,90,0.036178331822
1,6,91,-0.081646308303
1,6,92,-0.12164371461
1,6,93,-0.17267462611
1,6,94,0.36477854848
1,6,95,0.34430724382
1,6,96,-0.32843264937
1,6,97,-0.57054787874
1,6,98,-0.0054003731348
1,6,99,-0.03601039201
1,6,100,0.48669406772
1,6,101,0.12522386014
1,6,102,-0.03270412609
1,6,103,-0.021207053214
1,6,104,0.30809852481
1,6,105,0.010197461583
1,6,106,-0.10466504097
1,6,107,-0.13135398924
1,6,108,0.12263157964
1,6,109,-0.32830783725
1,6,110,-0.15271104872
1,6,111,0.1621247381
1,6,112,0.0057593127713
1,6,113,-0.12614069879
1,6,114,-0.11268298328
1,6,115,0.12448555976
1,6,116,-0.15541210771
1,6,117,-0.16309803724
1,6,118,-0.13584592938
1,6,119,-0.011761073023
1,6,120,-0.093058571219
1,6,121,-0.011437684298
1,6,122,0.03833289817
1,6,123,-0.0096311271191
1,6,124,0.0075920908712
1,6,125,5.4225147323e-06
1,7,1,-0.64208900928
1,7,2,-0.14083999395
1,7,3,-0.48918840289
1,7,4,0.59532630444
1,7,5,0.56501024961
1,7,6,-5.2590594292
1,7,7,-0.20616856217
1,7,8,-2.1104094982
1,7,9,1.3265503645
1,7,10,-1.272433877
1,7,11,-1.0135537386
1,7,12,-3.1997449398
1,7,13,-1.3086262941
1,7,14,3.1514108181
1,7,15,1.473338604
1,7,16,-2.2774069309
1,7,17,1.6439956427
1,7,18,1.5762145519
1,7,19,0.63866955042
1,7,20,0.66920202971
1,7,21,3.3979663849
1,7,22,2.1855692863
1,7,23,0.51389354467
1,7,24,-0.53001606464
1,7,25,0.15475872159
1,7,26,-2.4838278294
1,7,27,-1.2105878592
1,7,28,0.48516270518
1,7,29,0.07419732213
1,7,30,-0.79621380568
1,7,31,-2.4020016193
1,7,32,-1.0147070885
1,7,33,-1.868693471
1,7,34,-1.3902697563
1,7,35,-0.47371914983
1,7,36,1.545563817
1,7,37,0.30512729287
1,7,38,-0.21681822836
1,7,39,-0.1796130538
1,7,40,0.1079800427
1,7,41,0.52610135078
1,7,42,0.9123775363
1,7,43,-0.29364481568
1,7,44,-0.78700274229
1,7,45,-1.2585904598
1,7,46,-0.58522135019
1,7,47,0.94592350721
1,7,48,-0.38186299801
1,7,49,-1.9833208323
1,7,50,-1.0522227287
1,7,51,-0.68953448534
1,7,52,-0.52830034494
1,7,53,1.3764176369
1,7,54,0.061600457877
1,7,55,0.68792527914
1,7,56,0.24485889077
1,7,57,-0.17233008146
1,7,58,0.44159245491
1,7,59,-0.5612988472
1,7,60,0.93998503685
1,7,61,-0.69035696983
1,7,62,0.22097747028
1,7,63,-0.054633229971
1,7,64,-0.45566308498
1,7,65,0.67381519079
1,7,66,0.45158022642
1,7,67,-0.48001670837
1,7,68,-0.54397547245
1,7,69,0.38371506333
1,7,70,0.37859597802
1,7,71,-0.45760118961
1,7,72,-0.7541564703
1,7,73,-1.4622009993
1,7,74,0.064696311951
1,7,75,0.43246150017
1,7,76,-0.81156808138
1,7,77,-0.78229880333
1,7,78,0.11635560542
1,7,79,0.0053366771899
1,7,80,0.36521655321
1,7,81,0.21750716865
1,7,82,-1.4187982082
1,7,83,-0.0046895514242
1,7,84,-0.14494763315
1,7,85,0.065185822546
1,7,86,0.32384887338
1,7,87,-0.74528080225
1,7,88,-0.28596296906
1,7,89,-0.88789892197
1,7,90,-1.0681006908
1,7,91,-0.16690532863
1,7,92,-0.1903129667
1,7,93,0.27346503735
1,7,94,0.11986359954
1,7,95,0.69895386696
1,7,96,0.80508255959
1,7,97,0.45747616887
1,7,98,0.081877693534
1,7,99,0.35718864202
1,7,100,0.60152000189
1,7,101,-0.31621864438
1,7,102,-0.03542214632
1,7,103,-0.31410303712
1,7,104,-0.09643882513
1,7,105,0.20577965677
1,7,106,-0.0017379310448
1,7,107,-0.049101453274
1,7,108,-0.060104511678
1,7,109,-0.16138412058
1,7,110,-0.11610415578
1,7,111,0.12391261756
1,7,112,0.019629025832
1,7,113,0.15466807783
1,7,114,-0.003764255438
1,7,115,-0.024629080668
1,7,116,-0.14985178411
1,7,117,0.00012985209469
1,7,118,0.0067329723388
1,7,119,-0.059315904975
1,7,120,0.0028326925822
1,7,121,-0.0056592002511
1,7,122,0.016685411334
1,7,123,0.0057033505291
1,7,124,-0.0059930579737
1,7,125,4.5090678213e-06
1,8,1,2.0420610905
1,8,2,1.7002608776
1,8,3,1.5849303007
1,8,4,1.7240195274
1,8,5,-1.0480048656
1,8,6,1.9116449356
1,8,7,3.1267747879
1,8,8,-0.62939858437
1,8,9,-0.11065168679
1,8,10,-1.4276325703
1,8,11,-2.78028512
1,8,12,1.0329357386
1,8,13,-1.7668888569
1,8,14,0.37150767446
1,8,15,1.197393775
1,8,16,1.4384826422
1,8,17,-1.1780465841
1,8,18,0.86792594194
1,8,19,0.49334010482
1,8,20,-0.69000142813
1,8,21,2.0384349823
1,8,22,-0.068912185729
1,8,23,2.0379145145
1,8,24,-2.0301215649
1,8,25,-0.26199814677
1,8,26,-1.5268779993
1,8,27,-0.53643274307
1,8,28,-0.58817917109
1,8,29,0.79113674164
1,8,30,-0.44418865442
1,8,31,-0.50294369459
1,8,32,0.80569255352
1,8,33,-0.51812273264
1,8,34,0.53157174587
1,8,35,0.98315131664
1,8,36,0.51433813572
1,8,37,-0.35833913088
1,8,38,-0.22851650417
1,8,39,-1.3809651136
1,8,40,-1.1007108688
1,8,41,0.88175606728
1,8,42,-0.53819555044
1,8,43,0.33478748798
1,8,44,1.5541698933
1,8,45,0.52765840292
1,8,46,0.68824166059
1,8,47,-1.4743642807
1,8,48,-0.96340000629
1,8,49,0.6663711071
1,8,50,-1.8574725389
1,8,51,-1.0275833607
1,8,52,-1.6628783941
1,8,53,-1.9203481674
1,8,54,-1.3408641815
1,8,55,-0.76524931192
1,8,56,-1.3024893999
1,8,57,-0.21792894602
1,8,58,-0.97840988636
1,8,59,-0.42798164487
1,8,60,-0.77612453699
1,8,61,-2.969399929
1,8,62,-0.67558002472
1,8,63,0.54226142168
1,8,64,-1.0055888891
1,8,65,0.23815272748
1,8,66,1.2410806417
1,8,67,0.79106491804
1,8,68,-0.7246196866
1,8,69,-0.5211790204
1,8,70,-0.3810441196
1,8,71,0.11173485965
1,8,72,0.3965190351
1,8,73,-1.4103571177
1,8,74,-0.32004308701
1,8,75,0.48749488592
1,8,76,0.37567201257
1,8,77,1.0362279415
1,8,78,0.86005586386
1,8,79,-0.10765701532
1,8,80,-0.16885255277
1,8,81,-0.38782158494
1,8,82,0.3945710063
1,8,83,0.071444801986
1,8,84,0.022262576967
1,8,85,0.40263384581
1,8,86,-0.18686015904
1,8,87,0.26250216365
1,8,88,0.0052302777767
1,8,89,-1.059853673
1,8,90,0.77861481905
1,8,91,0.1866145432
1,8,92,0.25868612528
1,8,93,-0.26728722453
1,8,94,-0.22524617612
1,8,95,-0.52752888203
1,8,96,0.12073824555
1,8,97,-0.11655493826
1,8,98,0.075018510222
1,8,99,0.12450998276
1,8,100,-0.25436964631
1,8,101,-0.34971296787
1,8,102,-0.065812423825
1,8,103,-0.14760498703
1,8,104,0.24845704436
1,8,105,0.1431760639
1,8,106,0.012442612089
1,8,107,0.26836517453
1,8,108,0.020606420934
1,8,109,-0.34057432413
1,8,110,0.083794958889
1,8,111,0.17930109799
1,8,112,-0.055537313223
1,8,113,-0.25321570039
1,8,114,-0.015169383027
1,8,115,0.050786301494
1,8,116,-0.12816782296
1,8,117,-0.022087262943
1,8,118,0.071386031806
1,8,119,-0.026203650981
1,8,120,0.0055824341252
1,8,121,0.03008993715
1,8,122,-0.032070919871
1,8,123,0.0028521697968
1,8,124,0.026416195557
1,8,125,-1.6314130335e-05
1,9,1,0.34972155094
1,9,2,0.11295884848
1,9,3,1.1833333969
1,9,4,-1.264167428
1,9,5,-2.1806812286
1,9,6,2.7961578369
1,9,7,-4.7887706757
1,9,8,1.5560715199
1,9,9,-0.55194932222
1,9,10,0.65107625723
1,9,11,-1.7776802778
1,9,12,-2.1596922874
1,9,13,-0.22347643971
1,9,14,-0.15197123587
1,9,15,0.17257660627
1,9,16,1.3407484293
1,9,17,-1.4808014631
1,9,18,0.56638985872
1,9,19,1.8958499432
1,9,20,-0.5884578228
1,9,21,-1.148427844
1,9,22,1.121101737
1,9,23,2.0415606499
1,9,24,1.3354444504
1,9,25,-1.1558767557
1,9,26,0.048269864172
1,9,27,-1.9474098682
1,9,28,0.51521927118
1,9,29,-0.54551333189
1,9,30,-1.0502551794
1,9,31,-1.5842301846
1,9,32,1.5234540701
